value
75711
75784
75966
75982
76106
76173
76199
76347
76357
76370
76374
77262
77277
77344
77527
77693
77793
77867
78210
78258
78342
78528
78733
78759
78916
79066
79132
79427
79458
79471
79564
79659
79736
79774
79817
79845
80010
80061
80351
80818
80829
80931
81338
81374
81479
81802
81856
81965
82056
82405
82490
82763
82884
82964
82968
82977
83071
83084
83156
83171
83567
83568
83597
83677
83818
83975
84562
84693
84777
85129
85150
85445
85469
86230
86538
86717
86757
86843
86862
86991
87061
87084
87211
87508
87583
87602
87615
88052
88350
88408
88496
88533
89076
89104
89231
89281
89293
89515
89707
91219
91285
91381
91463
91480
91694
91713
92142
92440
92460
92571
92701
92732
92797
93114
93223
93303
93377
93494
93552
93708
93732
94288
94300
94325
94383
94640
94649
94765
94938
95143
95225
95263
95614
95648
95741
95984
96131
96445
96538
96603
96838
97165
97253
97264
97407
97454
97510
97544
97632
97854
97858
97876
98191
98226
98244
98288
98299
98357
98435
98580
98745
98889
99060
99077
99180
99292
99319
99552
99855
100006
100023
100138
100212
100219
100221
100238
100298
100409
100415
100508
100537
100592
100636
100684
100732
100749
100770
101019
101097
101109
101219
101318
101381
101460
101764
101902
102042
102141
102147
102184
102287
102374
102618
102721
102773
102897
103003
103044
103048
103352
103460
103597
103741
103829
103895
104326
104453
104472
104533
104672
104725
104737
104981
105033
105662
105692
105939
105991
106048
106056
106159
106209
106229
106268
106272
106775
107032
107120
107154
107237
107267
107299
107446
107459
107551
108100
108212
108236
108354
108446
108765
108929
109534
109599
109643
109883
110498
110764
110854
111287
111357
111383
111457
111568
111850
111910
111997
112310
112437
112551
112632
112949
113307
113397
113415
113425
113579
113757
113778
113870
113899
113908
114070
114280
114345
114618
114642
115119
115170
115198
115564
115704
115728
115897
116213
116691
116767
116844
116882
117072
117404
117443
117633
117832
117935
117945
118136
118229
118355
118688
119027
119143
121275
121899
122626
122961
123176
123245
123346
123456
124739
124842
124880
125281
125837
126249
126342
126635
126971
127141
127906
127936
128162
128202
129226
130087
130281
130691
131259
131260
131635
131960
132229
132263
132363
132544
132594
132682
132700
132859
132926
133035
133117
133140
133151
133201
135055
135057
135296
135396
135815
136128
136672
137677
138008
138381
138512
139129
139917
140497
140593
140749
140937
140969
141027
141192
142759
142947
143595
143606
144070
144517
144868
144944
145440
145473
146355
146592
146720
147254
147752
155178
155734
155903
156874
157500
157848
157852
158155
158745
158782
159075
159136
159284
159342
159402
159591
159636
159731
160206
161626
161677
161766
162108
163141
163180
163258
163305
163308
163394
163537
163633
163770
164002
164753
164985
165833
166386
166843
167381
167413
167503
167771
168481
168784
168869
169198
169519
170193
170641
171027
171131
171393
171946
172487
172972
173847
173962
174472
174664
175183
175328
175980
176989
179430
179686
180218
180300
180530
180656
180662
180895
180969
181110
181339
181749
183680
183721
183926
184049
184378
184383
184643
185018
185230
185569
185761
185838
185859
185895
186094
186385
186746
187005
187935
188271
188382
188643
188923
188954
189247
189596
189695
190230
190284
190390
190760
190795
190883
191294
191331
191511
191714
191806
191809
191946
192040
192255
192284
192337
192355
192373
192620
192718
193177
193289
193312
193460
193821
194209
194500
195155
195240
195418
195633
195650
195991
196524
196534
196550
196617
196717
196731
196754
196795
196893
197056
197148
197211
197235
197357
197417
197470
197475
197555
197701
197836
198452
198543
198556
198685
198855
198895
198968
199042
199347
199510
199549
199985
200253
200490
200498
200544
200880
200881
200925
201123
201326
201772
201784
201815
201858
201870
201905
201996
202030
202073
202520
202540
202594
202675
202866
202885
202888
203026
203028
203102
203217
203222
203340
203375
203528
203557
203594
203671
203715
203804
203832
203993
204253
204384
204577
204749
204791
205003
205121
205279
205281
205436
205471
205491
205622
205639
205878
206279
206585
206592
206614
206634
206809
206810
206927
206997
207016
207019
207060
207093
207158
207247
207281
207286
207413
207631
207698
207738
207754
207920
208048
208057
208104
208197
208246
208534
208595
208885
208996
209113
209125
209135
209328
209856
209871
209909
210112
210138
210155
210181
210348
210574
210578
210768
210798
210870
211005
211053
211285
211309
211380
211562
211754
211804
211883
212162
212172
212185
212310
212560
212565
212949
212982
212986
213114
213214
213241
213385
213405
213450
213456
213752
214005
214055
214105
214183
214211
214213
214313
214414
214436
214569
214577
214789
214839
214946
215202
215318
215333
215377
215531
215668
215746
215764
215909
216198
216857
216957
217139
217538
218268
218400
218430
218492
218627
218651
218711
218837
218891
219003
219137
219192
219196
219299
219316
219424
219692
219922
219932
220264
220311
220383
220669
220780
220836
221130
221131
221248
221272
221273
221310
221404
221599
221637
221777
222317
222635
222868
222929
222964
222968
223445
223451
223514
223589
223981
224225
224305
224347
224494
224517
224596
224681
224789
224919
225012
225043
225625
225652
225662
225829
226370
226475
226895
227027
227117
227449
227480
228002
228288
228354
228439
228809
228840
228941
229004
229097
229403
229499
229541
229581
229639
230113
230116
230265
230465
230697
230713
230786
230913
231157
231308
231723
231727
231906
232272
232359
232717
232769
232926
232955
233202
233621
233753
233840
234127
234293
234294
234296
234315
234341
234394
234403
234409
234634
234664
234764
234807
234821
234860
234876
234916
235014
235021
235119
235130
235193
235270
235351
235395
235444
235500
235522
235588
235590
235736
236140
236210
236741
236818
236937
237687
237727
238625
238684
239569
239734
240667
240752
240756
240919
241008
241022
241059
241173
241268
241309
241515
241662
241713
241714
242113
242143
242464
242682
243006
243159
243255
243310
243437
243673
243758
244032
244034
244418
244612
244704
244744
244778
244865
245055
245347
246127
247037
247412
247443
247632
247641
248525
248535
248667
249113
249130
249838
249916
250504
250893
250897
250952
251021
251069
251543
252116
252293
252851
252968
253141
253831
254057
254156
254165
254180
254201
254368
254503
254522
254555
254990
255059
255102
255111
255442
255622
255728
255965
256058
256068
256149
256447
256457
256542
256636
256770
257126
257407
257607
257865
258333
258732
258753
259011
259087
259452
259742
259829
259865
259887
260048
260185
260259
260291
260394
260614
261054
261121
261358
261542
262117
262521
262985
263163
263255
263973
264511
264883
264989
265004
265099
265217
265713
265998
266207
266367
266579
266583
266656
267064
267154
267158
267291
267589
267856
268234
268482
268759
268869
268948
269110
269611
269676
269797
270115
270300
270351
270590
270846
270882
271103
271108
271238
271283
271488
271511
271516
271555
271923
272235
272719
273122
273134
273449
273775
274177
274370
275029
275095
275365
275477
276000
276487
276544
276660
276968
278074
278192
278315
278341
278433
278620
279342
